game_id,attendance,day_of_month,month_of_year,year,ref_name,ref_country,stadium,stadium_city,stage,team1,team2,stadium_lat,stadium_long
1,25000,27,5,1934,René Mercet ,SWI,Stadio Nazionale del PNF ,Roma,FIRST ROUND,Italy,USA,41.927222,12.472222
2,16000,27,5,1934,John van Moorsel ,NED,Benito Mussolini ,Torino,FIRST ROUND,Austria,France,45.04175,7.650014
3,8000,27,5,1934,Francesco Mattea ,ITA,Giovanni Berta ,Firenze,FIRST ROUND,Germany,Belgium,43.780822,11.282258
4,9000,27,5,1934,Jean Langenus ,BEL,Stadio del Littorio ,Trieste,FIRST ROUND,Czechoslovakia,Romania,44.415833,8.870556
5,33000,27,5,1934,Ivan Eklind ,SWE,San Siro ,Milano,FIRST ROUND,Switzerland,Netherlands,45.47808,9.124
6,14000,27,5,1934,Erwin Braun ,AUT,Stadio Littoriale ,Bologna,FIRST ROUND,Sweden,Argentina,44.5075,11.351389
7,21000,27,5,1934,Alfred Birlem ,GER,Luigi Ferraris ,Genova,FIRST ROUND,Spain,Brazil,44.416431,8.952428
8,9000,27,5,1934,Rinaldo Barlassina ,ITA,Giorgio Ascarelli ,Napoli,FIRST ROUND,Hungary,Egypt,40.859722,14.293333
9,23000,31,5,1934,Francesco Mattea ,ITA,Stadio Littoriale ,Bologna,1/4 FINAL,Austria,Hungary,44.5075,11.351389
10,12000,31,5,1934,Alois Beranek ,AUT,Benito Mussolini ,Torino,1/4 FINAL,Czechoslovakia,Switzerland,45.04175,7.650014
11,15000,31,5,1934,Rinaldo Barlassina ,ITA,San Siro ,Milano,1/4 FINAL,Germany,Sweden,45.47808,9.124
12,35000,31,5,1934,Louis Baert ,BEL,Giovanni Berta ,Firenze,1/4 FINAL,Italy,Spain,43.780822,11.282258
13,43000,1,6,1934,René Mercet ,SWI,Giovanni Berta ,Firenze,1/4 FINAL â TIE-BREAK,Italy,Spain,43.780822,11.282258
14,60000,3,6,1934,Ivan Eklind ,SWE,San Siro ,Milano,1/2 FINAL,Italy,Austria,45.47808,9.124
15,15000,3,6,1934,Rinaldo Barlassina ,ITA,Stadio Nazionale del PNF ,Roma,1/2 FINAL,Czechoslovakia,Germany,41.927222,12.472222
16,7000,7,6,1934,Albino Carraro ,ITA,Giorgio Ascarelli ,Napoli,PLACES 3-4,Germany,Austria,40.859722,14.293333
17,50000,10,6,1934,Ivan Eklind,SWE,Stadio Nazionale del PNF ,Roma,FINAL,Italy,Czechoslovakia,41.927222,12.472222
18,34107,8,6,1958,Nikolaj Latyshev ,USSR,Råsunda ,Solna Stockholm, GROUP STAGE,Sweden,Mexico,59.362742,17.996308
19,31156,8,6,1958,Reginald Leafe ,ENG,Malmö Stadion ,Malmö, GROUP STAGE,FRG,Argentina,55.586081,12.989267
20,10647,8,6,1958,Fritz Seipelt ,AUT,Örjans Vall ,Halmstad, GROUP STAGE,Northern Ireland,Czechoslovakia,56.684167,12.866389
21,16518,8,6,1958,Juan Gardeazábal ,SPA,Idrottsparken ,Norrköping, GROUP STAGE,France,Paraguay,58.584306,16.173056
22,9591,8,6,1958,Paul Wyssling ,SWI,Arosvallen ,Västerås, GROUP STAGE,Yugoslavia,Scotland,59.620556,16.541111
23,15343,8,6,1958,José MarÃ­a Codesal ,URU,Jernvallen ,Sandviken, GROUP STAGE,Hungary,Wales,60.616667,16.783333
24,49348,8,6,1958,István Zsolt ,HUN,Nya Ullevi ,Göteborg, GROUP STAGE,England,Soviet Union,57.705833,11.987222
25,17778,8,6,1958,Maurice Guigue ,FRA,Rimnersvallen ,Uddevalla, GROUP STAGE,Brazil,Austria,58.356667,11.95
26,31156,11,6,1958,Arthur Ellis ,ENG,Olympiastadion ,Helsingborg, GROUP STAGE,FRG,Czechoslovakia,59.34535,18.079044
27,14174,11,6,1958,Sten Ahlner ,SWE,Örjans Vall ,Halmstad, GROUP STAGE,Argentina,Northern Ireland,56.684167,12.866389
28,11665,11,6,1958,Vincenzo Orlandini ,ITA,Idrottsparken ,Norrköping, GROUP STAGE,Paraguay,Scotland,58.584306,16.173056
29,12217,11,6,1958,Mervyn Griffiths ,WAL,Arosvallen ,Västerås, GROUP STAGE,Yugoslavia,France,59.620556,16.541111
30,15150,11,6,1958,Leo LemeÅ¡iÄ ,YUG,Råsunda ,Solna Stockholm, GROUP STAGE,Wales,Mexico,59.362742,17.996308
31,40895,11,6,1958,Albert Dusch ,FRG,Nya Ullevi ,Göteborg, GROUP STAGE,Brazil,England,57.705833,11.987222
32,21239,11,6,1958,Carl Jørgensen ,DEN,Ryavallen ,Borås, GROUP STAGE,Soviet Union,Austria,57.721111,12.940278
33,38850,12,6,1958,John Mowatt ,SCO,Råsunda ,Solna Stockholm, GROUP STAGE,Sweden,Hungary,59.362742,17.996308
34,30287,15,6,1958,Lucien van Nuffel ,BEL,Råsunda ,Solna Stockholm, GROUP STAGE,Sweden,Wales,59.362742,17.996308
35,21990,15,6,1958,Joaquim Fernandes Campos ,POR,Malmö Stadion ,Malmö, GROUP STAGE,FRG,Northern Ireland,55.586081,12.989267
36,16418,15,6,1958,Arthur Ellis ,ENG,Olympiastadion ,Helsingborg, GROUP STAGE,Czechoslovakia,Argentina,59.34535,18.079044
37,13554,15,6,1958,Juan Regis Brozzi ,ARG,Eyravallen ,Ãrebro, GROUP STAGE,France,Scotland,59.266111,15.223056
38,13103,15,6,1958,Martin Mêko ,CZE,Tunavallen ,Eskilstuna, GROUP STAGE,Yugoslavia,Paraguay,59.370667,16.495
39,13310,15,6,1958,Aarne Eriksson ,FIN,Jernvallen ,Sandviken, GROUP STAGE,Hungary,Mexico,60.616667,16.783333
40,50928,15,6,1958,Maurice Guigue ,FRA,Nya Ullevi ,Göteborg, GROUP STAGE,Brazil,Soviet Union,57.705833,11.987222
41,15872,15,6,1958,Jan Bronkhorst ,NED,Ryavallen ,Borås, GROUP STAGE,England,Austria,57.721111,12.940278
42,6196,17,6,1958,Maurice Guigue ,FRA,Malmö Stadion ,Malmö, GROUP STAGE â TIE-BREAK,Northern Ireland,Czechoslovakia,55.586081,12.989267
43,2823,17,6,1958,Nikolaj Latyshev ,USSR,Råsunda ,Solna Stockholm, GROUP STAGE â TIE-BREAK,Wales,Hungary,59.362742,17.996308
44,23182,17,6,1958,Albert Dusch ,FRG,Nya Ullevi ,Göteborg, GROUP STAGE â TIE-BREAK,Soviet Union,England,57.705833,11.987222
45,31900,19,6,1958,Reginald Leafe ,ENG,Råsunda ,Solna Stockholm, 1/4 FINAL,Sweden,Soviet Union,59.362742,17.996308
46,20055,19,6,1958,Paul Wyssling ,SWI,Malmö Stadion ,Malmö, 1/4 FINAL,FRG,Yugoslavia,55.586081,12.989267
47,11800,19,6,1958,Juan Gardeazábal ,SPA,Idrottsparken ,Norrköping, 1/4 FINAL,France,Northern Ireland,58.584306,16.173056
48,25923,19,6,1958,Fritz Seipelt ,AUT,Nya Ullevi ,Göteborg, 1/4 FINAL,Brazil,Wales,57.705833,11.987222
49,49471,24,6,1958,István Zsolt ,HUN,Nya Ullevi ,Göteborg, 1/2 FINAL,Sweden,FRG,57.705833,11.987222
50,27100,24,6,1958,Mervyn Griffiths ,WAL,Råsunda ,Solna Stockholm, 1/2 FINAL,Brazil,France,59.362742,17.996308
51,32482,28,6,1958,Juan Regis Brozzi ,ARG,Nya Ullevi ,Göteborg, PLACES 3-4,France,FRG,57.705833,11.987222
52,49737,29,6,1958,Maurice Guigue ,FRA,Råsunda ,Solna Stockholm, FINAL,Brazil,Sweden,59.362742,17.996308
53,95000,13,6,1982,VojtÄch Christov ,CZE,Camp Nou ,Barcelona,GROUP STAGE (FIRST      ROUND),Argentina,Belgium,41.38087,2.122802
54,22000,14,6,1982,Michel Vautrot ,FRA,Badalona ,Vigo,GROUP STAGE (FIRST      ROUND),Italy,Poland,41.442414,2.232144
55,50000,14,6,1982,Augusto Lamo Castillo ,SPA,Ramón Sánchez Pizjuán ,Sevilla,GROUP STAGE (FIRST      ROUND),Brazil,Soviet Union,37.384,-5.9705
56,15000,15,6,1982,Franz Wöhrer ,AUT,Riazor ,La Coruña,GROUP STAGE (FIRST      ROUND),Peru,Cameroon,43.368714,-8.417516
57,23000,15,6,1982,Ibrahim Al-Doy ,BHR,Nuevo Estadio ,Elche,GROUP STAGE (FIRST      ROUND),Hungary,El Salvador,40.45306,-3.68835
58,22000,15,6,1982,David Socha ,USA,La Rosaleda ,Málaga,GROUP STAGE (FIRST      ROUND),Scotland,New Zealand,36.734092,-4.426422
59,25000,16,6,1982,Enrique Labó ,PER,El Molinón ,Gijón,GROUP STAGE (FIRST      ROUND),FRG,Algeria,43.536111,-5.637222
60,44172,16,6,1982,António José da Silva Garrido ,POR,San Mamés ,Bilbao,GROUP STAGE (FIRST      ROUND),England,France,43.263506,-2.948392
61,49562,16,6,1982,Arturo Andrés Iturralde ,ARG,Luis Casanova ,Valencia,GROUP STAGE (FIRST      ROUND),Spain,Honduras,39.474656,-0.358361
62,22000,17,6,1982,Juan Daniel Cardellino ,URU,Carlos Tartiere ,Oviedo,GROUP STAGE (FIRST      ROUND),Chile,Austria,43.360783,-5.870222
63,12000,17,6,1982,Benjamin Dwomoh ,GHA,Nuevo José Zorrilla ,Valladolid,GROUP STAGE (FIRST      ROUND),Czechoslovakia,Kuwait,41.644444,-4.761111
64,18000,17,6,1982,Erik Fredriksson ,SWE,La Romareda ,Zaragoza,GROUP STAGE (FIRST      ROUND),Yugoslavia,Northern Ireland,41.636592,-0.901822
65,25000,18,6,1982,Walter Eschweiler ,FRG,Badalona ,Vigo,GROUP STAGE (FIRST      ROUND),Italy,Peru,41.442414,2.232144
66,32093,18,6,1982,BelaÃ¯d Lacarne ,ALG,José Rico Pérez ,Alicante,GROUP STAGE (FIRST      ROUND),Argentina,Hungary,38.357222,-0.4925
67,47379,18,6,1982,Luis Paulino Siles ,CRC,Estadio Benito Villamarín ,Sevilla,GROUP STAGE (FIRST      ROUND),Brazil,Scotland,37.356389,-5.981389
68,12000,19,6,1982,Alexis Ponnet ,BEL,Riazor ,La Coruña,GROUP STAGE (FIRST      ROUND),Poland,Cameroon,43.368714,-8.417516
69,6000,19,6,1982,Malcolm Moffatt ,NIR,Nuevo Estadio ,Elche,GROUP STAGE (FIRST      ROUND),Belgium,El Salvador,40.45306,-3.68835
70,17000,19,6,1982,Yousef el-Ghoul ,LYB,La Rosaleda ,Málaga,GROUP STAGE (FIRST      ROUND),Soviet Union,New Zealand,36.734092,-4.426422
71,40000,20,6,1982,Bruno Galler ,SWI,El Molinón ,Gijón,GROUP STAGE (FIRST      ROUND),FRG,Chile,43.536111,-5.637222
72,44182,20,6,1982,Charles Corver ,NED,San Mamés ,Bilbao,GROUP STAGE (FIRST      ROUND),England,Czechoslovakia,43.263506,-2.948392
73,47500,20,6,1982,Henning Lund-SÃ¸rensen ,DEN,Luis Casanova ,Valencia,GROUP STAGE (FIRST      ROUND),Spain,Yugoslavia,39.474656,-0.358361
74,22000,21,6,1982,Tony BoÅ¡koviÄ ,AUS,Carlos Tartiere ,Oviedo,GROUP STAGE (FIRST      ROUND),Algeria,Austria,43.360783,-5.870222
75,30043,21,6,1982,Miroslav Stupar ,USSR,Nuevo José Zorrilla ,Valladolid,GROUP STAGE (FIRST      ROUND),France,Kuwait,41.644444,-4.761111
76,15000,21,6,1982,Chan Tam-Sun ,HKG,La Romareda ,Zaragoza,GROUP STAGE (FIRST      ROUND),Honduras,Northern Ireland,41.636592,-0.901822
77,16000,22,6,1982,Mario Rubio ,MEX,Riazor ,La Coruña,GROUP STAGE (FIRST      ROUND),Poland,Peru,43.368714,-8.417516
78,22000,22,6,1982,Clive White ,ENG,Nuevo Estadio ,Elche,GROUP STAGE (FIRST      ROUND),Belgium,Hungary,40.45306,-3.68835
79,30000,22,6,1982,Nicolae Rainea ,ROM,La Rosaleda ,Málaga,GROUP STAGE (FIRST      ROUND),Soviet Union,Scotland,36.734092,-4.426422
80,17000,23,6,1982,Bogdan Dochev ,BUL,Badalona ,Vigo,GROUP STAGE (FIRST ROUND) ,Italy,Cameroon,41.442414,2.232144
81,18000,23,6,1982,Luis Barrancos ,BOL,José Rico Pérez ,Alicante,GROUP STAGE (FIRST      ROUND),Argentina,El Salvador,38.357222,-0.4925
82,32000,23,6,1982,Damir MatovinoviÄ ,YUG,Estadio Benito Villamarín ,Sevilla,GROUP STAGE (FIRST      ROUND),Brazil,New Zealand,37.356389,-5.981389
83,18000,24,6,1982,Rómulo Méndez ,GUA,Carlos Tartiere ,Oviedo,GROUP STAGE (FIRST      ROUND),Algeria,Chile,43.360783,-5.870222
84,28000,24,6,1982,Paolo Casarin ,ITA,Nuevo José Zorrilla ,Valladolid,GROUP STAGE (FIRST      ROUND),France,Czechoslovakia,41.644444,-4.761111
85,12000,24,6,1982,Gastón Castro ,CHI,La Romareda ,Zaragoza,GROUP STAGE (FIRST      ROUND),Honduras,Yugoslavia,41.636592,-0.901822
86,41000,25,6,1982,Robert Valentine ,SCO,El Molinón ,Gijón,GROUP STAGE (FIRST      ROUND),FRG,Austria,43.536111,-5.637222
87,31000,25,6,1982,Gilberto Aristizábal ,COL,San Mamés ,Bilbao,GROUP STAGE (FIRST      ROUND),England,Kuwait,43.263506,-2.948392
88,49562,25,6,1982,Héctor Ortiz ,PAR,Luis Casanova ,Valencia,GROUP STAGE (FIRST      ROUND),Northern Ireland,Spain,39.474656,-0.358361
89,30000,28,6,1982,Károly Palotai ,HUN,Vicente Calderón ,Madrid,GROUP STAGE (SECOND      ROUND),Austria,France,40.401719,-3.720606
90,30000,28,6,1982,Luis Paulino Siles ,CRC,Camp Nou ,Barcelona,GROUP STAGE (SECOND      ROUND),Poland,Belgium,41.38087,2.122802
91,39000,29,6,1982,Nicolae Rainea ,ROM,Estadi de Sarrià ,Barcelona,GROUP STAGE (SECOND      ROUND),Italy,Argentina,41.393111,2.133169
92,75000,29,6,1982,Arnaldo César Coelho ,BRA,Santiago Bernabéu ,Madrid,GROUP STAGE (SECOND      ROUND),FRG,England,40.45306,-3.68835
93,24000,1,7,1982,Adolf Prokop ,GDR,Vicente Calderón ,Madrid,GROUP STAGE (SECOND      ROUND),Austria,Northern Ireland,40.401719,-3.720606
94,25000,1,7,1982,Michel Vautrot ,FRA,Camp Nou ,Barcelona,GROUP STAGE (SECOND      ROUND),Belgium,Soviet Union,41.38087,2.122802
95,44000,2,7,1982,Mario Rubio ,MEX,Estadi de Sarrià ,Barcelona,GROUP STAGE (SECOND      ROUND),Argentina,Brazil,41.393111,2.133169
96,90089,2,7,1982,Paolo Casarin ,ITA,Santiago Bernabéu ,Madrid,GROUP STAGE (SECOND      ROUND),FRG,Spain,40.45306,-3.68835
97,30000,4,7,1982,Alojzy Jarguz ,POL,Vicente Calderón ,Madrid,GROUP STAGE (SECOND      ROUND),France,Northern Ireland,40.401719,-3.720606
98,45000,4,7,1982,Robert Valentine ,SCO,Camp Nou ,Barcelona,GROUP STAGE (SECOND      ROUND),Poland,Soviet Union,41.38087,2.122802
99,44000,5,7,1982,Abraham Klein ,ISR,Estadi de Sarrià ,Barcelona,GROUP STAGE (SECOND      ROUND),Italy,Brazil,41.393111,2.133169
100,65000,5,7,1982,Alexis Ponnet ,BEL,Santiago Bernabéu ,Madrid,GROUP STAGE (SECOND      ROUND),Spain,England,40.45306,-3.68835
101,55000,8,7,1982,Juan Daniel Cardellino ,URU,Camp Nou ,Barcelona,1/2 FINAL,Poland,Italy,41.38087,2.122802
102,71000,8,7,1982,Charles Corver ,NED,Ramón Sánchez Pizjuán ,Sevilla,1/2 FINAL,FRG,France,37.384,-5.9705
103,28000,10,7,1982,António José da Silva Garrido ,POR,José Rico Pérez ,Alicante,PLACES 3-4,Poland,France,38.357222,-0.4925
104,90089,11,7,1982,Arnaldo César Coelho ,BRA,Santiago Bernabéu ,Madrid,FINAL,Italy,FRG,40.45306,-3.68835
105,87148,11,7,1966,István Zsolt ,HUN,Wembley ,London,GROUP STAGE,England,Uruguay,51.555833,-0.279722
106,36127,12,7,1966,Hugh Phillips ,SCO,Hillsborough ,Sheffield,GROUP STAGE,FRG,Switzerland,53.411389,-1.500556
107,47308,12,7,1966,Kurt Tschenscher ,FRG,Goodison Park ,Liverpool,GROUP STAGE,Brazil,Bulgaria,53.438889,-2.966389
108,23006,12,7,1966,Juan Gardeazábal ,SPA,Ayresome Park ,Middlesbrough,GROUP STAGE,Soviet Union,North Korea,54.564167,-1.246944
109,69237,13,7,1966,Menachem Ashkenazi ,ISR,Wembley ,London,GROUP STAGE,France,Mexico,51.555833,-0.279722
110,42738,13,7,1966,DimitÄr Rumenchev ,BUL,Villa Park ,Birmingham,GROUP STAGE,Argentina,Spain,52.509167,-1.884722
111,29886,13,7,1966,Leo Callaghan ,WAL,Old Trafford ,Manchester,GROUP STAGE,Portugal,Hungary,53.463056,-2.291389
112,27199,13,7,1966,Gottfried Dienst ,SWI,Roker Park ,Sunderland,GROUP STAGE,Italy,Chile,54.9213,-1.375481
113,45662,15,7,1966,Karol Galba ,CZE,White City ,London,GROUP STAGE,Uruguay,France,51.51362,-0.2274
114,32028,15,7,1966,Tofik Bakhramov,USSR,Hillsborough ,Sheffield,GROUP STAGE,Spain,Switzerland,53.411389,-1.500556
115,51387,15,7,1966,Kenneth Dagnall ,ENG,Goodison Park ,Liverpool,GROUP STAGE,Hungary,Brazil,53.438889,-2.966389
116,13792,15,7,1966,Ali Hussein Kandil ,UAR,Ayresome Park ,Middlesbrough,GROUP STAGE,North Korea,Chile,54.564167,-1.246944
117,46587,16,7,1966,Konstantin ZeÄeviÄ ,YUG,Villa Park ,Birmingham,GROUP STAGE,FRG,Argentina,52.509167,-1.884722
118,25438,16,7,1966,José MarÃ­a Codesal ,URU,Old Trafford ,Manchester,GROUP STAGE,Portugal,Bulgaria,53.463056,-2.291389
119,27793,16,7,1966,Rudolf Kreitlein ,FRG,Roker Park ,Sunderland,GROUP STAGE,Soviet Union,Italy,54.9213,-1.375481
120,92570,16,7,1966,Concetto lo Bello ,ITA,Wembley ,London,GROUP STAGE,England,Mexico,51.555833,-0.279722
121,61112,19,7,1966,Bertil Lööw ,SWE,Wembley ,London,GROUP STAGE,Mexico,Uruguay,51.555833,-0.279722
122,32127,19,7,1966,Joaquim Fernandes Campos ,POR,Hillsborough ,Sheffield,GROUP STAGE,Argentina,Switzerland,53.411389,-1.500556
123,58479,19,7,1966,George McCabe ,ENG,Goodison Park ,Liverpool,GROUP STAGE,Portugal,Brazil,53.438889,-2.966389
124,17829,19,7,1966,Pierre Schwinte ,FRA,Ayresome Park ,Middlesbrough,GROUP STAGE,North Korea,Italy,54.564167,-1.246944
125,98270,20,7,1966,Arturo Yamasaki ,PER,Wembley ,London,GROUP STAGE,England,France,51.555833,-0.279722
126,45187,20,7,1966,Armando Marques ,BRA,Villa Park ,Birmingham,GROUP STAGE,FRG,Spain,52.509167,-1.884722
127,24129,20,7,1966,Roberto Goicoechea ,ARG,Old Trafford ,Manchester,GROUP STAGE,Hungary,Bulgaria,53.463056,-2.291389
128,16027,20,7,1966,John Adair ,NIR,Roker Park ,Sunderland,GROUP STAGE,Soviet Union,Chile,54.9213,-1.375481
129,40007,23,7,1966,James Finney ,ENG,Hillsborough ,Sheffield,1/4 FINAL,FRG,Uruguay,53.411389,-1.500556
130,40248,23,7,1966,Menachem Ashkenazi ,ISR,Goodison Park ,Liverpool,1/4 FINAL,Portugal,North Korea,53.438889,-2.966389
131,22103,23,7,1966,Juan Gardeazábal ,SPA,Roker Park ,Sunderland,1/4 FINAL,Soviet Union,Hungary,54.9213,-1.375481
132,90584,23,7,1966,Rudolf Kreitlein ,FRG,Wembley ,London,1/4 FINAL,England,Argentina,51.555833,-0.279722
133,38273,25,7,1966,Concetto lo Bello ,ITA,Goodison Park ,Liverpool,1/2 FINAL,FRG,Soviet Union,53.438889,-2.966389
134,94493,26,7,1966,Pierre Schwinte ,FRA,Wembley ,London,1/2 FINAL,England,Portugal,51.555833,-0.279722
135,87696,28,7,1966,Kenneth Dagnall ,ENG,Wembley ,London,PLACES 3-4,Portugal,Soviet Union,51.555833,-0.279722
136,93802,30,7,1966,Gottfried Dienst ,SWI,Wembley ,London,FINAL,England,FRG,51.555833,-0.279722
137,0,12,6,2014,xxx ,XXX,Estádio do Corinthians ,São Paulo,GROUP STAGE,Brazil,Croatia,-23.545531,-46.473373
138,0,13,6,2014,xxx ,XXX,Arena das Dunas ,Natal,GROUP STAGE,Mexico,Cameroon,-5.828938,-35.213864
139,0,13,6,2014,xxx ,XXX,Arena Fonte Nova ,Salvador,GROUP STAGE,Spain,Netherlands,-12.978611,-38.504167
140,0,13,6,2014,xxx ,XXX,Arena Pantanal ,Cuiabá,GROUP STAGE,Chile,Australia,-15.603056,-56.120556
141,0,14,6,2014,xxx ,XXX,Mineirão ,Belo Horizonte,GROUP STAGE,Colombia,Greece,-19.865833,-43.970833
142,0,14,6,2014,xxx ,XXX,Castelão ,Fortaleza,GROUP STAGE,Uruguay,Costa Rica,-3.807222,-38.5225
143,0,14,6,2014,xxx ,XXX,Arena da Amazônia ,Manaus,GROUP STAGE,England,Italy,-3.083056,-60.028056
144,0,14,6,2014,xxx ,XXX,Arena Pernambuco ,Recife,GROUP STAGE,Ivory Coast,Japan,-8.04,-35.008056
145,0,15,6,2014,xxx ,XXX,Estádio Nacional de Brasília ,Brasília,GROUP STAGE,Switzerland,Ecuador,-15.7835,-47.899164
146,0,15,6,2014,xxx ,XXX,Estádio Beira-Rio ,Porto Alegre,GROUP STAGE,France,Honduras,-30.065614,-51.236086
147,0,15,6,2014,xxx ,XXX,Maracanã ,Rio de Janeiro,GROUP STAGE,Argentina,Bosnia-Herzegovina,-22.912167,-43.230164
148,0,16,6,2014,xxx ,XXX,Arena Fonte Nova ,Salvador,GROUP STAGE,Germany,Portugal,-12.978611,-38.504167
149,0,16,6,2014,xxx ,XXX,Arena da Baixada ,Curitiba,GROUP STAGE,Iran,Nigeria,-25.448333,-49.276944
150,0,16,6,2014,xxx ,XXX,Arena das Dunas ,Natal,GROUP STAGE,Ghana,USA,-5.828938,-35.213864
151,0,17,6,2014,xxx ,XXX,Mineirão ,Belo Horizonte,GROUP STAGE,Belgium,Algeria,-19.865833,-43.970833
152,0,17,6,2014,xxx ,XXX,Castelão ,Fortaleza,GROUP STAGE,Brazil,Mexico,-3.807222,-38.5225
153,0,17,6,2014,xxx ,XXX,Arena Pantanal ,Cuiabá,GROUP STAGE,Russia,South Korea,-15.603056,-56.120556
154,0,18,6,2014,xxx ,XXX,Estádio Beira-Rio ,Porto Alegre,GROUP STAGE,Australia,Netherlands,-30.065614,-51.236086
155,0,18,6,2014,xxx ,XXX,Maracanã ,Rio de Janeiro,GROUP STAGE,Spain,Chile,-22.912167,-43.230164
156,0,18,6,2014,xxx ,XXX,Arena da Amazônia ,Manaus,GROUP STAGE,Cameroon,Croatia,-3.083056,-60.028056
157,0,19,6,2014,xxx ,XXX,Estádio Nacional de Brasília ,Brasília,GROUP STAGE,Colombia,Ivory Coast,-15.7835,-47.899164
158,0,19,6,2014,xxx ,XXX,Estádio do Corinthians ,São Paulo,GROUP STAGE,Uruguay,England,-23.545531,-46.473373
159,0,19,6,2014,xxx ,XXX,Arena das Dunas ,Natal,GROUP STAGE,Japan,Greece,-5.828938,-35.213864
160,0,20,6,2014,xxx ,XXX,Arena Pernambuco ,Recife,GROUP STAGE,Italy,Costa Rica,-8.04,-35.008056
161,0,20,6,2014,xxx ,XXX,Arena Fonte Nova ,Salvador,GROUP STAGE,Switzerland,France,-12.978611,-38.504167
162,0,20,6,2014,xxx ,XXX,Arena da Baixada ,Curitiba,GROUP STAGE,Honduras,Ecuador,-25.448333,-49.276944
163,0,21,6,2014,xxx ,XXX,Mineirão ,Belo Horizonte,GROUP STAGE,Argentina,Iran,-19.865833,-43.970833
164,0,21,6,2014,xxx ,XXX,Castelão ,Fortaleza,GROUP STAGE,Germany,Ghana,-3.807222,-38.5225
165,0,21,6,2014,xxx ,XXX,Arena Pantanal ,Cuiabá,GROUP STAGE,Nigeria,Bosnia-Herzegovina,-15.603056,-56.120556
166,0,22,6,2014,xxx ,XXX,Maracanã ,Rio de Janeiro,GROUP STAGE,Belgium,Russia,-22.912167,-43.230164
167,0,22,6,2014,xxx ,XXX,Estádio Beira-Rio ,Porto Alegre,GROUP STAGE,South Korea,Algeria,-30.065614,-51.236086
