game_id,attendance,day_of_month,month_of_year,year,ref_name,ref_country,stadium,stadium_city,stage,team1,team2,stadium_lat,stadium_long
338,63998,27,6,1994,JoÃ«l Quiniou ,FRA,Cotton Bowl ,Dallas,GROUP STAGE,Germany,South Korea,32.779722,-96.759722
339,53186,28,6,1994,Francisco Ãscar Lamolina ,ARG,RFK Memorial Stadium ,Washington D.C.,GROUP STAGE,Italy,Mexico,38.889722,-76.971667
340,76322,28,6,1994,José JoaquÃ­n Torres ,COL,Giants Stadium ,New Jersey New York,GROUP STAGE,Ireland,Norway,40.812222,-74.076944
341,74914,28,6,1994,Jamal al-Sharif ,SYR,Stanford Stadium ,Palo Alto San Francisco,GROUP STAGE,Russia,Cameroon,37.434444,-122.161111
342,77217,28,6,1994,Sándor Puhl ,HUN,Pontiac Silverdome ,Detroit,GROUP STAGE,Brazil,Sweden,42.645833,-83.255
343,52959,29,6,1994,Hellmut Krug ,GER,RFK Memorial Stadium ,Washington D.C.,GROUP STAGE,Belgium,Saudi Arabia,38.889722,-76.971667
344,60578,29,6,1994,Alberto Tejada ,PER,Citrus Bowl ,Orlando,GROUP STAGE,Morocco,Netherlands,28.539167,-81.402778
345,63998,30,6,1994,Neji Jouini ,TUN,Cotton Bowl ,Dallas,GROUP STAGE,Argentina,Bulgaria,32.779722,-96.759722
346,53001,30,6,1994,Leslie Mottram ,SCO,Foxboro Stadium ,Foxboro Boston,GROUP STAGE,Greece,Nigeria,42.0927,-71.267442
347,60246,2,7,1994,Kurt Röthlisberger ,SWI,Soldier Field ,Chicago,1/8 FINAL,Germany,Belgium,41.8625,-87.616667
348,53121,2,7,1994,Mario van der Ende ,NED,RFK Memorial Stadium ,Washington D.C.,1/8 FINAL,Spain,Switzerland,38.889722,-76.971667
349,60277,3,7,1994,Renato Marsiglia ,BRA,Cotton Bowl ,Dallas,1/8 FINAL,Saudi Arabia,Sweden,32.779722,-96.759722
350,90469,3,7,1994,Pierluigi Pairetto ,ITA,Rose Bowl ,Pasadena Los Angeles,1/8 FINAL,Romania,Argentina,34.161389,-118.1675
351,61355,4,7,1994,Peter Mikkelsen ,DEN,Citrus Bowl ,Orlando,1/8 FINAL,Netherlands,Ireland,28.539167,-81.402778
352,84147,4,7,1994,JoÃ«l Quiniou ,FRA,Stanford Stadium ,Palo Alto San Francisco,1/8 FINAL,Brazil,USA,37.434444,-122.161111
353,54367,5,7,1994,Arturo Brizio Carter ,MEX,Foxboro Stadium ,Foxboro Boston,1/8 FINAL,Nigeria,Italy,42.0927,-71.267442
354,71030,5,7,1994,Jamal al-Sharif ,SYR,Giants Stadium ,New Jersey New York,1/8 FINAL,Mexico,Bulgaria,40.812222,-74.076944
355,54605,9,7,1994,Sándor Puhl ,HUN,Foxboro Stadium ,Foxboro Boston,1/4 FINAL,Italy,Spain,42.0927,-71.267442
356,63998,9,7,1994,Rodrigo Badilla ,CRC,Cotton Bowl ,Dallas,1/4 FINAL,Netherlands,Brazil,32.779722,-96.759722
357,72416,10,7,1994,José JoaquÃ­n Torres ,COL,Giants Stadium ,New Jersey New York,1/4 FINAL,Bulgaria,Germany,40.812222,-74.076944
358,81715,10,7,1994,Philip Don ,ENG,Stanford Stadium ,Palo Alto San Francisco,1/4 FINAL,Romania,Sweden,37.434444,-122.161111
359,77094,13,7,1994,JoÃ«l Quiniou ,FRA,Giants Stadium ,New Jersey New York,1/2 FINAL,Bulgaria,Italy,40.812222,-74.076944
360,84569,13,7,1994,José JoaquÃ­n Torres ,COL,Rose Bowl ,Pasadena Los Angeles,1/2 FINAL,Sweden,Brazil,34.161389,-118.1675
361,83716,16,7,1994,Ali Mohammed Bujsaim ,UAE,Rose Bowl ,Pasadena Los Angeles,PLACES 3-4,Sweden,Bulgaria,34.161389,-118.1675
362,94194,17,7,1994,Sándor Puhl ,HUN,Rose Bowl ,Pasadena Los Angeles,FINAL,Brazil,Italy,34.161389,-118.1675
363,80000,10,6,1998,José MarÃ­a GarcÃ­a-Aranda ,SPA,Stade de France ,Saint-Denis  Paris,GROUP STAGE,Brazil,Scotland,48.924444,2.36
364,28750,10,6,1998,Pirom Un-Prasert ,THA,Stade de la Mosson ,Montpellier,GROUP STAGE,Morocco,Norway,43.622222,3.811944
365,31800,11,6,1998,Lucien Bouchardeau ,NGR,Parc Lescure ,Bordeaux,GROUP STAGE,Italy,Chile,44.829167,-0.597778
366,37500,11,6,1998,Epifanio González Chávez ,PAR,Stade Municipal ,Toulouse,GROUP STAGE,Cameroon,Austria,43.583056,1.434167
367,27650,12,6,1998,Abdulrahman al-Zeid ,KSA,Stade de la Mosson ,Montpellier,GROUP STAGE,Paraguay,Bulgaria,43.622222,3.811944
368,38140,12,6,1998,Javier Alberto Castrilli ,ARG,Félix Bollaert ,Lens,GROUP STAGE,Saudi Arabia,Denmark,50.432778,2.815
369,55077,12,6,1998,Márcio Rezende de Freitas ,BRA,Vélodrome ,Marseille,GROUP STAGE,France,South Africa,48.8538,2.2889
370,33257,13,6,1998,Esfandiar Baharmast ,USA,La Beaujoire ,Nantes,GROUP STAGE,Spain,Nigeria,47.255631,-1.525375
371,37588,13,6,1998,Günter Benkö ,AUT,Stade de Gerland ,Lyon,GROUP STAGE,South Korea,Mexico,45.723889,4.832222
372,75000,13,6,1998,Pierluigi Collina ,ITA,Stade de France ,Saint-Denis  Paris,GROUP STAGE,Netherlands,Belgium,48.924444,2.36
373,33400,14,6,1998,Mario van der Ende ,NED,Stade Municipal ,Toulouse,GROUP STAGE,Argentina,Japan,43.583056,1.434167
374,30392,14,6,1998,Alberto Tejada ,PER,Geoffroy Guichard ,Saint-Ãtienne,GROUP STAGE,Yugoslavia,Iran,45.460833,4.390278
375,38058,14,6,1998,VÃ­tor Manuel Melo Pereira ,POR,Félix Bollaert ,Lens,GROUP STAGE,Jamaica,Croatia,50.432778,2.815
376,54587,15,6,1998,Masayoshi Okada ,JAP,Vélodrome ,Marseille,GROUP STAGE,England,Tunisia,48.8538,2.2889
377,37572,15,6,1998,An-Yan Lim Kee Chong ,MAU,Stade de Gerland ,Lyon,GROUP STAGE,Romania,Colombia,45.723889,4.832222
378,43815,15,6,1998,SaÃ¯d Belqola ,MOR,Parc des Princes ,Paris,GROUP STAGE,Germany,USA,48.841389,2.253056
379,30236,16,6,1998,László Vágner ,HUN,Parc Lescure ,Bordeaux,GROUP STAGE,Scotland,Norway,44.829167,-0.597778
380,33266,16,6,1998,Nikolaj Levnikov ,RUS,La Beaujoire ,Nantes,GROUP STAGE,Brazil,Morocco,47.255631,-1.525375
381,30392,17,6,1998,Gamal el-Ghandour ,EGY,Geoffroy Guichard ,Saint-Ãtienne,GROUP STAGE,Chile,Austria,45.460833,4.390278
382,35000,17,6,1998,Edward Lennie ,AUS,Stade de la Mosson ,Montpellier,GROUP STAGE,Italy,Cameroon,43.622222,3.811944
383,36500,18,6,1998,John Jairo Toro ,COL,Stade Municipal ,Toulouse,GROUP STAGE,South Africa,Denmark,43.583056,1.434167
384,75000,18,6,1998,Arturo Brizio Carter ,MEX,Stade de France ,Saint-Denis  Paris,GROUP STAGE,France,Saudi Arabia,48.924444,2.36
385,48500,19,6,1998,Mario Sánchez Yantén ,CHI,Parc des Princes ,Paris,GROUP STAGE,Nigeria,Bulgaria,48.841389,2.253056
386,35300,19,6,1998,Ian McLeod ,SAF,Geoffroy Guichard ,Saint-Ãtienne,GROUP STAGE,Spain,Paraguay,45.460833,4.390278
387,39000,20,6,1998,Ramesh Ramdhan ,TRI,La Beaujoire ,Nantes,GROUP STAGE,Japan,Croatia,47.255631,-1.525375
388,34750,20,6,1998,Hugh Dallas ,SCO,Parc Lescure ,Bordeaux,GROUP STAGE,Belgium,Mexico,44.829167,-0.597778
389,55000,20,6,1998,Ryszard Wójcik ,POL,Vélodrome ,Marseille,GROUP STAGE,Netherlands,South Korea,48.8538,2.2889
390,41275,21,6,1998,Kim Milton Nielsen ,DEN,Félix Bollaert ,Lens,GROUP STAGE,Germany,Yugoslavia,50.432778,2.815
391,48500,21,6,1998,Rune Pedersen ,NOR,Parc des Princes ,Paris,GROUP STAGE,Argentina,Jamaica,48.841389,2.253056
392,44000,21,6,1998,Urs Meier ,SWI,Stade de Gerland ,Lyon,GROUP STAGE,USA,Iran,45.723889,4.832222
393,35500,22,6,1998,Bernd Heynemann ,GER,Stade de la Mosson ,Montpellier,GROUP STAGE,Colombia,Tunisia,43.622222,3.811944
394,37500,22,6,1998,Marc Batta ,FRA,Stade Municipal ,Toulouse,GROUP STAGE,Romania,England,43.583056,1.434167
395,39000,23,6,1998,László Vágner ,HUN,La Beaujoire ,Nantes,GROUP STAGE,Chile,Cameroon,47.255631,-1.525375
396,75000,23,6,1998,Paul Durkin ,ENG,Stade de France ,Saint-Denis  Paris,GROUP STAGE,Italy,Austria,48.924444,2.36
397,60000,23,6,1998,Esfandiar Baharmast ,USA,Vélodrome ,Marseille,GROUP STAGE,Brazil,Norway,48.8538,2.2889
398,35500,23,6,1998,Ali Mohammed Bujsaim ,UAE,Geoffroy Guichard ,Saint-Ãtienne,GROUP STAGE,Scotland,Morocco,45.460833,4.390278
399,43500,24,6,1998,Pierluigi Collina ,ITA,Stade de Gerland ,Lyon,GROUP STAGE,France,Denmark,45.723889,4.832222
400,34500,24,6,1998,Mario Sánchez Yantén ,CHI,Parc Lescure ,Bordeaux,GROUP STAGE,South Africa,Saudi Arabia,44.829167,-0.597778
401,37500,24,6,1998,Pirom Un-Prasert ,THA,Stade Municipal ,Toulouse,GROUP STAGE,Nigeria,Paraguay,43.583056,1.434167
402,41275,24,6,1998,Mario van der Ende ,NED,Félix Bollaert ,Lens,GROUP STAGE,Spain,Bulgaria,50.432778,2.815
403,35500,25,6,1998,Abdulrahman al-Zeid ,KSA,Geoffroy Guichard ,Saint-Ãtienne,GROUP STAGE,Netherlands,Mexico,45.460833,4.390278
404,48500,25,6,1998,Márcio Rezende de Freitas ,BRA,Parc des Princes ,Paris,GROUP STAGE,Belgium,South Korea,48.841389,2.253056
405,39000,25,6,1998,Gamal el-Ghandour ,EGY,La Beaujoire ,Nantes,GROUP STAGE,USA,Yugoslavia,47.255631,-1.525375
406,35500,25,6,1998,Epifanio González Chávez ,PAR,Stade de la Mosson ,Montpellier,GROUP STAGE,Germany,Iran,43.622222,3.811944
407,36500,26,6,1998,SaÃ¯d Belqola ,MOR,Parc Lescure ,Bordeaux,GROUP STAGE,Argentina,Croatia,44.829167,-0.597778
408,43500,26,6,1998,Günter Benkö ,AUT,Stade de Gerland ,Lyon,GROUP STAGE,Japan,Jamaica,45.723889,4.832222
409,41275,26,6,1998,Arturo Brizio Carter ,MEX,Félix Bollaert ,Lens,GROUP STAGE,Colombia,England,50.432778,2.815
410,80000,26,6,1998,Edward Lennie ,AUS,Stade de France ,Saint-Denis  Paris,GROUP STAGE,Romania,Tunisia,48.924444,2.36
411,60000,27,6,1998,Bernd Heynemann ,GER,Vélodrome ,Marseille,1/8 FINAL,Italy,Norway,48.8538,2.2889
412,48500,27,6,1998,Marc Batta ,FRA,Parc des Princes ,Paris,1/8 FINAL,Brazil,Chile,48.841389,2.253056
413,41275,28,6,1998,Ali Mohammed Bujsaim ,UAE,Félix Bollaert ,Lens,1/8 FINAL,France,Paraguay,50.432778,2.815
414,79500,28,6,1998,Urs Meier ,SWI,Stade de France ,Saint-Denis  Paris,1/8 FINAL,Nigeria,Denmark,48.924444,2.36
415,35000,29,6,1998,VÃ­tor Manuel Melo Pereira ,POR,Stade de la Mosson ,Montpellier,1/8 FINAL,Germany,Mexico,43.622222,3.811944
416,37500,29,6,1998,José MarÃ­a GarcÃ­a-Aranda ,SPA,Stade Municipal ,Toulouse,1/8 FINAL,Netherlands,Yugoslavia,43.583056,1.434167
417,34700,30,6,1998,Javier Alberto Castrilli ,ARG,Parc Lescure ,Bordeaux,1/8 FINAL,Romania,Croatia,44.829167,-0.597778
418,35500,30,6,1998,Kim Milton Nielsen ,DEN,Geoffroy Guichard ,Saint-Ãtienne,1/8 FINAL,Argentina,England,45.460833,4.390278
419,77000,3,7,1998,Hugh Dallas ,SCO,Stade de France ,Saint-Denis  Paris,1/4 FINAL,Italy,France,48.924444,2.36
420,35500,3,7,1998,Gamal el-Ghandour ,EGY,La Beaujoire ,Nantes,1/4 FINAL,Brazil,Denmark,47.255631,-1.525375
421,55000,4,7,1998,Arturo Brizio Carter ,MEX,Vélodrome ,Marseille,1/4 FINAL,Netherlands,Argentina,48.8538,2.2889
422,39100,4,7,1998,Rune Pedersen ,NOR,Stade de Gerland ,Lyon,1/4 FINAL,Germany,Croatia,45.723889,4.832222
423,54000,7,7,1998,Ali Mohammed Bujsaim ,UAE,Vélodrome ,Marseille,1/2 FINAL,Brazil,Netherlands,48.8538,2.2889
424,76000,8,7,1998,José MarÃ­a GarcÃ­a-Aranda ,SPA,Stade de France ,Saint-Denis  Paris,1/2 FINAL,France,Croatia,48.924444,2.36
425,45500,11,7,1998,Epifanio González Chávez ,PAR,Parc des Princes ,Paris,PLACES 3-4,Croatia,Netherlands,48.841389,2.253056
426,75000,12,7,1998,SaÃ¯d Belqola ,MOR,Stade de France ,Saint-Denis Paris,FINAL,France,Brazil,48.924444,2.36
427,73780,8,6,1990,Michel Vautrot ,FRA,Giuseppe Meazza ,Milano,GROUP STAGE,Argentina,Cameroon,45.47808,9.124
428,42907,9,6,1990,Juan Daniel Cardellino ,URU,San Nicola ,Bari,GROUP STAGE,Soviet Union,Romania,41.084736,16.840072
429,30791,9,6,1990,George Courtney ,ENG,Renato dall'Ara ,Bologna,GROUP STAGE,United Arab Emirates,Colombia,44.492314,11.309667
430,72303,9,6,1990,José Roberto Wright ,BRA,Stadio Olimpico ,Roma,GROUP STAGE,Italy,Austria,41.933886,12.454786
431,33266,10,6,1990,Kurt Röthlisberger ,SWI,Stadio Comunale ,Firenze,GROUP STAGE,USA,Czechoslovakia,45.04175,7.650014
432,62628,10,6,1990,Tullio Lanese ,ITA,Stadio delle Alpi ,Torino,GROUP STAGE,Brazil,Sweden,45.109561,7.641261
433,74765,10,6,1990,Peter Mikkelsen ,DEN,Giuseppe Meazza ,Milano,GROUP STAGE,FRG,Yugoslavia,45.47808,9.124
434,30867,11,6,1990,Juan Carlos Loustau ,ARG,Luigi Ferraris ,Genova,GROUP STAGE,Costa Rica,Scotland,44.416431,8.952428
435,35238,11,6,1990,Aron Schmidhuber ,FRG,Sant'Elia ,Cagliari,GROUP STAGE,England,Ireland,39.199394,9.134953
436,32790,12,6,1990,Vincent Mauro ,USA,Marc'Antonio Bentegodi ,Verona,GROUP STAGE,Belgium,South Korea,45.435356,10.968647
437,33288,12,6,1990,Emilio Soriano Aladrén ,SPA,La Favorita ,Palermo,GROUP STAGE,Netherlands,Egypt,38.152767,13.342275
438,35713,13,6,1990,Helmut Kohl ,AUT,Stadio Friuli ,Udine,GROUP STAGE,Uruguay,Spain,46.081603,13.200136
439,55759,13,6,1990,Erik Fredriksson ,SWE,San Paolo ,Napoli,GROUP STAGE,Argentina,Soviet Union,45.366667,10.033333
440,38687,14,6,1990,Hernán MartÃ­n Silva Arce ,CHI,San Nicola ,Bari,GROUP STAGE,Cameroon,Romania,41.084736,16.840072
441,32257,14,6,1990,Luigi Agnolin ,ITA,Renato dall'Ara ,Bologna,GROUP STAGE,Yugoslavia,Colombia,44.492314,11.309667
442,73423,14,6,1990,Edgardo Codesal ,MEX,Stadio Olimpico ,Roma,GROUP STAGE,Italy,USA,41.933886,12.454786
443,38962,15,6,1990,George Smith ,SCO,Stadio Comunale ,Firenze,GROUP STAGE,Austria,Czechoslovakia,45.04175,7.650014
444,71167,15,6,1990,Aleksej Spirin ,USSR,Giuseppe Meazza ,Milano,GROUP STAGE,FRG,United Arab Emirates,45.47808,9.124
445,58007,16,6,1990,Neji Jouini ,TUN,Stadio delle Alpi ,Torino,GROUP STAGE,Brazil,Costa Rica,45.109561,7.641261
446,35267,16,6,1990,Zoran PetroviÄ ,YUG,Sant'Elia ,Cagliari,GROUP STAGE,England,Netherlands,39.199394,9.134953
447,31823,16,6,1990,Carlos Antonio Maciel ,PAR,Luigi Ferraris ,Genova,GROUP STAGE,Sweden,Scotland,44.416431,8.952428
448,32733,17,6,1990,ElÃ­as Jácome ,ECU,Stadio Friuli ,Udine,GROUP STAGE,South Korea,Spain,46.081603,13.200136
449,33759,17,6,1990,Siegfried Kirschen ,GDR,Marc'Antonio Bentegodi ,Verona,GROUP STAGE,Belgium,Uruguay,45.435356,10.968647
450,33288,17,6,1990,Marcel van Langenhove ,BEL,La Favorita ,Palermo,GROUP STAGE,Ireland,Egypt,38.152767,13.342275
451,37307,18,6,1990,José Roberto Wright ,BRA,San Nicola ,Bari,GROUP STAGE,Cameroon,Soviet Union,41.084736,16.840072
452,52733,18,6,1990,Carlos Alberto da Silva Valente ,POR,San Paolo ,Napoli,GROUP STAGE,Argentina,Romania,45.366667,10.033333
453,72510,19,6,1990,Alan Snoddy ,NIR,Giuseppe Meazza ,Milano,GROUP STAGE,FRG,Colombia,45.47808,9.124
454,27833,19,6,1990,Shizuo Takada ,JAP,Renato dall'Ara ,Bologna,GROUP STAGE,Yugoslavia,United Arab Emirates,44.492314,11.309667
455,34857,19,6,1990,Jamal al-Sharif ,SYR,Stadio Comunale ,Firenze,GROUP STAGE,Austria,USA,45.04175,7.650014
456,73303,19,6,1990,JoÃ«l Quiniou ,FRA,Stadio Olimpico ,Roma,GROUP STAGE,Italy,Czechoslovakia,41.933886,12.454786
457,62502,20,6,1990,Helmut Kohl ,AUT,Stadio delle Alpi ,Torino,GROUP STAGE,Brazil,Scotland,45.109561,7.641261
458,30223,20,6,1990,Zoran PetroviÄ ,YUG,Luigi Ferraris ,Genova,GROUP STAGE,Sweden,Costa Rica,44.416431,8.952428
459,29039,21,6,1990,Tullio Lanese ,ITA,Stadio Friuli ,Udine,GROUP STAGE,South Korea,Uruguay,46.081603,13.200136
460,35950,21,6,1990,Juan Carlos Loustau ,ARG,Marc'Antonio Bentegodi ,Verona,GROUP STAGE,Belgium,Spain,45.435356,10.968647
461,34959,21,6,1990,Kurt Röthlisberger ,SWI,Sant'Elia ,Cagliari,GROUP STAGE,England,Egypt,39.199394,9.134953
462,33288,21,6,1990,Michel Vautrot ,FRA,La Favorita ,Palermo,GROUP STAGE,Ireland,Netherlands,38.152767,13.342275
463,50026,23,6,1990,Tullio Lanese ,ITA,San Paolo ,Napoli,1/8 FINAL,Cameroon,Colombia,45.366667,10.033333
464,47673,23,6,1990,Siegfried Kirschen ,GDR,San Nicola ,Bari,1/8 FINAL,Czechoslovakia,Costa Rica,41.084736,16.840072
465,61381,24,6,1990,JoÃ«l Quiniou ,FRA,Stadio delle Alpi ,Torino,1/8 FINAL,Brazil,Argentina,45.109561,7.641261
466,74559,24,6,1990,Juan Carlos Loustau ,ARG,Giuseppe Meazza ,Milano,1/8 FINAL,FRG,Netherlands,45.47808,9.124
467,31818,25,6,1990,José Roberto Wright ,BRA,Luigi Ferraris ,Genova,1/8 FINAL,Ireland,Romania,44.416431,8.952428
468,73303,25,6,1990,George Courtney ,ENG,Stadio Olimpico ,Roma,1/8 FINAL,Italy,Uruguay,41.933886,12.454786
469,34822,26,6,1990,Aron Schmidhuber ,FRG,Marc'Antonio Bentegodi ,Verona,1/8 FINAL,Spain,Yugoslavia,45.435356,10.968647
470,34520,26,6,1990,Peter Mikkelsen ,DEN,Renato dall'Ara ,Bologna,1/8 FINAL,England,Belgium,44.492314,11.309667
471,38971,30,6,1990,Kurt Röthlisberger ,SWI,Stadio Comunale ,Firenze,1/4 FINAL,Yugoslavia,Argentina,45.04175,7.650014
472,73303,30,6,1990,Carlos Alberto da Silva Valente ,POR,Stadio Olimpico ,Roma,1/4 FINAL,Italy,Ireland,41.933886,12.454786
473,73347,1,7,1990,Helmut Kohl ,AUT,Giuseppe Meazza ,Milano,1/4 FINAL,FRG,Czechoslovakia,45.47808,9.124
474,55205,1,7,1990,Edgardo Codesal ,MEX,San Paolo ,Napoli,1/4 FINAL,England,Cameroon,45.366667,10.033333
475,59978,3,7,1990,Michel Vautrot ,FRA,San Paolo ,Napoli,1/2 FINAL,Italy,Argentina,45.366667,10.033333
476,62628,4,7,1990,José Roberto Wright ,BRA,Stadio delle Alpi ,Torino,1/2 FINAL,FRG,England,45.109561,7.641261
477,51426,7,7,1990,JoÃ«l Quiniou ,FRA,San Nicola ,Bari,PLACES 3-4,Italy,England,41.084736,16.840072
478,73603,8,7,1990,Edgardo Codesal ,MEX,Stadio Olimpico ,Roma,FINAL,FRG,Argentina,41.933886,12.454786
479,67579,1,6,1978,Ãngel Norberto Coerezza ,ARG,Estadio Monumental ,Buenos Aires,GROUP STAGE (FIRST       ROUND),FRG,Poland,-34.545319,-58.449736
480,42653,2,6,1978,Nicolae Rainea ,ROM,Estadio José María Minella ,Mar del Plata,GROUP STAGE (FIRST       ROUND),Italy,France,-38.017944,-57.582333
481,17396,2,6,1978,John Gordon ,SCO,El Gigante de Arroyito ,Rosario,GROUP STAGE (FIRST       ROUND),Tunisia,Mexico,-32.913997,-60.674567
482,71615,2,6,1978,António José da Silva Garrido ,POR,Estadio Monumental ,Buenos Aires,GROUP STAGE (FIRST       ROUND),Argentina,Hungary,-34.545319,-58.449736
483,40841,3,6,1978,Károly Palotai ,HUN,José Amalfitani ,Buenos Aires,GROUP STAGE (FIRST       ROUND),Austria,Spain,-34.635375,-58.520711
484,38618,3,6,1978,Clive Thomas ,WAL,Estadio José María Minella ,Mar del Plata,GROUP STAGE (FIRST       ROUND),Sweden,Brazil,-38.017944,-57.582333
485,37927,3,6,1978,Ulf Eriksson ,SWE,Estadio Olímpico Chateau Carreras ,Córdoba,GROUP STAGE (FIRST       ROUND),Peru,Scotland,-31.368956,-64.246244
486,33431,3,6,1978,Alfonso González Archundia ,MEX,Malvinas Argentinas ,Mendoza,GROUP STAGE (FIRST       ROUND),Netherlands,Iran,-32.889564,-68.879994
487,26533,6,6,1978,Ramón Barreto ,URU,Estadio José María Minella ,Mar del Plata,GROUP STAGE (FIRST       ROUND),Italy,Hungary,-38.017944,-57.582333
488,35258,6,6,1978,Farouk Bouzo ,SYR,Estadio Olímpico Chateau Carreras ,Córdoba,GROUP STAGE (FIRST       ROUND),FRG,Mexico,-31.368956,-64.246244
489,9624,6,6,1978,Ãngel Franco MartÃ­nez ,SPA,El Gigante de Arroyito ,Rosario,GROUP STAGE (FIRST       ROUND),Poland,Tunisia,-32.913997,-60.674567
490,71666,6,6,1978,Jean Dubach ,SWI,Estadio Monumental ,Buenos Aires,GROUP STAGE (FIRST       ROUND),Argentina,France,-34.545319,-58.449736
491,41424,7,6,1978,Charles Corver ,NED,José Amalfitani ,Buenos Aires,GROUP STAGE (FIRST       ROUND),Austria,Sweden,-34.635375,-58.520711
492,34771,7,6,1978,Sergio Gonella ,ITA,Estadio José María Minella ,Mar del Plata,GROUP STAGE (FIRST       ROUND),Brazil,Spain,-38.017944,-57.582333
493,7938,7,6,1978,Youssou NâDiaye ,SEN,Estadio Olímpico Chateau Carreras ,Córdoba,GROUP STAGE (FIRST       ROUND),Scotland,Iran,-31.368956,-64.246244
494,28125,7,6,1978,Adolf Prokop ,GDR,Malvinas Argentinas ,Mendoza,GROUP STAGE (FIRST       ROUND),Netherlands,Peru,-32.889564,-68.879994
495,23127,10,6,1978,Arnaldo César Coelho ,BRA,Estadio José María Minella ,Mar del Plata,GROUP STAGE (FIRST       ROUND),France,Hungary,-38.017944,-57.582333
496,30667,10,6,1978,César Augusto Orosco ,PER,Estadio Olímpico Chateau Carreras ,Córdoba,GROUP STAGE (FIRST       ROUND),FRG,Tunisia,-31.368956,-64.246244
497,22651,10,6,1978,Jaffar Namdar ,IRN,El Gigante de Arroyito ,Rosario,GROUP STAGE (FIRST       ROUND),Poland,Mexico,-32.913997,-60.674567
498,71772,10,6,1978,Abraham Klein ,ISR,Estadio Monumental ,Buenos Aires,GROUP STAGE (FIRST       ROUND),Italy,Argentina,-34.545319,-58.449736
499,42132,11,6,1978,Ferdinand Biwersi ,FRG,José Amalfitani ,Buenos Aires,GROUP STAGE (FIRST       ROUND),Spain,Sweden,-34.635375,-58.520711
500,35221,11,6,1978,Robert Wurtz ,FRA,Estadio José María Minella ,Mar del Plata,GROUP STAGE (FIRST       ROUND),Brazil,Austria,-38.017944,-57.582333
