game_id,attendance,day_of_month,month_of_year,year,ref_name,ref_country,stadium,stadium_city,stage,team1,team2,stadium_lat,stadium_long
501,21262,11,6,1978,Alojzy Jarguz ,POL,Estadio Olímpico Chateau Carreras ,Córdoba,GROUP STAGE (FIRST       ROUND),Peru,Iran,-31.368956,-64.246244
502,35130,11,6,1978,Erich Linemayr ,AUT,Malvinas Argentinas ,Mendoza,GROUP STAGE (FIRST       ROUND),Scotland,Netherlands,-32.889564,-68.879994
503,25050,14,6,1978,John Gordon ,SCO,Estadio Olímpico Chateau Carreras ,Córdoba,GROUP STAGE (SECOND       ROUND),Netherlands,Austria,-31.368956,-64.246244
504,67547,14,6,1978,DuÅ¡an MaksimoviÄ ,YUG,Estadio Monumental ,Buenos Aires,GROUP STAGE (SECOND       ROUND),FRG,Italy,-34.545319,-58.449736
505,31278,14,6,1978,Nicolae Rainea ,ROM,Malvinas Argentinas ,Mendoza,GROUP STAGE (SECOND       ROUND),Brazil,Peru,-32.889564,-68.879994
506,37091,14,6,1978,Ulf Eriksson ,SWE,El Gigante de Arroyito ,Rosario,GROUP STAGE (SECOND       ROUND),Argentina,Poland,-32.913997,-60.674567
507,35288,18,6,1978,Patrick Partridge ,ENG,Malvinas Argentinas ,Mendoza,GROUP STAGE (SECOND       ROUND),Poland,Peru,-32.889564,-68.879994
508,40750,18,6,1978,Ramón Barreto ,URU,Estadio Olímpico Chateau Carreras ,Córdoba,GROUP STAGE (SECOND       ROUND),FRG,Netherlands,-31.368956,-64.246244
509,66695,18,6,1978,Francis Rion ,BEL,Estadio Monumental ,Buenos Aires,GROUP STAGE (SECOND       ROUND),Italy,Austria,-34.545319,-58.449736
510,37326,18,6,1978,Károly Palotai ,HUN,El Gigante de Arroyito ,Rosario,GROUP STAGE (SECOND       ROUND),Argentina,Brazil,-32.913997,-60.674567
511,38318,21,6,1978,Abraham Klein ,ISR,Estadio Olímpico Chateau Carreras ,Córdoba,GROUP STAGE (SECOND       ROUND),Austria,FRG,-31.368956,-64.246244
512,67433,21,6,1978,Ãngel Franco MartÃ­nez ,SPA,Estadio Monumental ,Buenos Aires,GROUP STAGE (SECOND       ROUND),Netherlands,Italy,-34.545319,-58.449736
513,39586,21,6,1978,Juan Silvagno ,CHI,Malvinas Argentinas ,Mendoza,GROUP STAGE (SECOND       ROUND),Brazil,Poland,-32.889564,-68.879994
514,37326,21,6,1978,Robert Wurtz ,FRA,El Gigante de Arroyito ,Rosario,GROUP STAGE (SECOND       ROUND),Argentina,Peru,-32.913997,-60.674567
515,69659,24,6,1978,Abraham Klein ,ISR,Estadio Monumental ,Buenos Aires,PLACES 3-4,Brazil,Italy,-34.545319,-58.449736
516,71483,25,6,1978,Sergio Gonella ,ITA,Estadio Monumental ,Buenos Aires,FINAL,Argentina,Netherlands,-34.545319,-58.449736
517,64950,9,6,2006,Horacio Marcelo Elizondo ,ARG,Allianz Arena ,München,GROUP STAGE,Germany,Costa Rica,48.218775,11.624753
518,52000,9,6,2006,Toru Kamikawa ,JAP,Arena AufSchalke ,Gelsenkirchen,GROUP STAGE,Poland,Ecuador,51.554503,7.067589
519,48000,10,6,2006,Marco Antonio RodrÃ­guez ,MEX,Waldstadion ,Frankfurt am Main,GROUP STAGE,England,Paraguay,50.116667,8.683333
520,62959,10,6,2006,Shamsul Maidin ,SIN,Signal Iduna Park ,Dortmund,GROUP STAGE,Trinidad and Tobago,Sweden,51.516667,7.466667
521,49480,10,6,2006,Frank de Bleeckere ,BEL,AOL Arena ,Hamburg,GROUP STAGE,Argentina,Ivory Coast,53.587158,9.898617
522,37216,11,6,2006,Markus Merk ,GER,Zentralstadion ,Leipzig,GROUP STAGE,Serbia-Montenegro,Netherlands,51.345794,12.348219
523,41000,11,6,2006,Roberto Rosetti ,ITA,Frankenstadion ,Nürnberg,GROUP STAGE,Mexico,Iran,49.426111,11.125833
524,45000,11,6,2006,Jorge Luis Larrionda ,URU,RheinEnergieStadion ,Köln,GROUP STAGE,Angola,Portugal,50.933497,6.874997
525,46000,12,6,2006,Essam Abdel-Fattah ,EGY,Fritz-Walter-Stadion ,Kaiserslautern,GROUP STAGE,Australia,Japan,49.434722,7.776667
526,52000,12,6,2006,Carlos Arecio Amarilla ,PAR,Arena AufSchalke ,Gelsenkirchen,GROUP STAGE,USA,Czech Republic,51.554503,7.067589
527,43000,12,6,2006,Carlos EugÃªnio Simon ,BRA,AWD-Arena ,Hannover,GROUP STAGE,Italy,Ghana,52.360067,9.731197
528,48000,13,6,2006,Graham Poll ,ENG,Waldstadion ,Frankfurt am Main,GROUP STAGE,South Korea,Togo,50.116667,8.683333
529,52000,13,6,2006,Valentin Ivanov ,RUS,Gottlieb-Daimler-Stadion ,Stuttgart,GROUP STAGE,France,Switzerland,48.792269,9.232031
530,72000,13,6,2006,Benito Armando Archundia ,MEX,Olympiastadion ,Berlin,GROUP STAGE,Brazil,Croatia,59.34535,18.079044
531,43000,14,6,2006,Massimo Busacca ,SWI,Zentralstadion ,Leipzig,GROUP STAGE,Spain,Ukraine,51.345794,12.348219
532,66000,14,6,2006,Mark Shield ,AUS,Allianz Arena ,München,GROUP STAGE,Tunisia,Saudi Arabia,48.218775,11.624753
533,65000,14,6,2006,Luis Medina Cantalejo ,SPA,Signal Iduna Park ,Dortmund,GROUP STAGE,Germany,Poland,51.516667,7.466667
534,50000,15,6,2006,Coffi Codjia ,BEN,AOL Arena ,Hamburg,GROUP STAGE,Ecuador,Costa Rica,53.587158,9.898617
535,41000,15,6,2006,Toru Kamikawa ,JAP,Frankenstadion ,Nürnberg,GROUP STAGE,England,Trinidad and Tobago,49.426111,11.125833
536,72000,15,6,2006,Ä½uboÅ¡ MicheÄ¾ ,SVK,Olympiastadion ,Berlin,GROUP STAGE,Sweden,Paraguay,59.34535,18.079044
537,52000,16,6,2006,Roberto Rosetti ,ITA,Arena AufSchalke ,Gelsenkirchen,GROUP STAGE,Argentina,Serbia-Montenegro,51.554503,7.067589
538,52000,16,6,2006,Ãscar Julián Ruiz ,COL,Gottlieb-Daimler-Stadion ,Stuttgart,GROUP STAGE,Netherlands,Ivory Coast,48.792269,9.232031
539,43000,16,6,2006,Shamsul Maidin ,SIN,AWD-Arena ,Hannover,GROUP STAGE,Mexico,Angola,52.360067,9.731197
540,48000,17,6,2006,Ãric Poulat ,FRA,Waldstadion ,Frankfurt am Main,GROUP STAGE,Portugal,Iran,50.116667,8.683333
541,45000,17,6,2006,Horacio Marcelo Elizondo ,ARG,RheinEnergieStadion ,Köln,GROUP STAGE,Czech Republic,Ghana,50.933497,6.874997
542,46000,17,6,2006,Jorge Luis Larrionda ,URU,Fritz-Walter-Stadion ,Kaiserslautern,GROUP STAGE,Italy,USA,49.434722,7.776667
543,41000,18,6,2006,Frank de Bleeckere ,BEL,Frankenstadion ,Nürnberg,GROUP STAGE,Japan,Croatia,49.426111,11.125833
544,66000,18,6,2006,Markus Merk ,GER,Allianz Arena ,München,GROUP STAGE,Brazil,Australia,48.218775,11.624753
545,43000,18,6,2006,Benito Armando Archundia ,MEX,Zentralstadion ,Leipzig,GROUP STAGE,France,South Korea,51.345794,12.348219
546,65000,19,6,2006,Carlos Arecio Amarilla ,PAR,Signal Iduna Park ,Dortmund,GROUP STAGE,Togo,Switzerland,51.516667,7.466667
547,50000,19,6,2006,Graham Poll ,ENG,AOL Arena ,Hamburg,GROUP STAGE,Saudi Arabia,Ukraine,53.587158,9.898617
548,52000,19,6,2006,Carlos EugÃªnio Simon ,BRA,Gottlieb-Daimler-Stadion ,Stuttgart,GROUP STAGE,Spain,Tunisia,48.792269,9.232031
549,72000,20,6,2006,Valentin Ivanov ,RUS,Olympiastadion ,Berlin,GROUP STAGE,Ecuador,Germany,59.34535,18.079044
550,43000,20,6,2006,Shamsul Maidin ,SIN,AWD-Arena ,Hannover,GROUP STAGE,Costa Rica,Poland,52.360067,9.731197
551,45000,20,6,2006,Massimo Busacca ,SWI,RheinEnergieStadion ,Köln,GROUP STAGE,Sweden,England,50.933497,6.874997
552,46000,20,6,2006,Roberto Rosetti ,ITA,Fritz-Walter-Stadion ,Kaiserslautern,GROUP STAGE,Paraguay,Trinidad and Tobago,49.434722,7.776667
553,52000,21,6,2006,Ä½uboÅ¡ MicheÄ¾ ,SVK,Arena AufSchalke ,Gelsenkirchen,GROUP STAGE,Portugal,Mexico,51.554503,7.067589
554,38000,21,6,2006,Mark Shield ,AUS,Zentralstadion ,Leipzig,GROUP STAGE,Iran,Angola,51.345794,12.348219
555,48000,21,6,2006,Luis Medina Cantalejo ,SPA,Waldstadion ,Frankfurt am Main,GROUP STAGE,Netherlands,Argentina,50.116667,8.683333
556,66000,21,6,2006,Marco Antonio RodrÃ­guez ,MEX,Allianz Arena ,München,GROUP STAGE,Ivory Coast,Serbia-Montenegro,48.218775,11.624753
557,50000,22,6,2006,Benito Armando Archundia ,MEX,AOL Arena ,Hamburg,GROUP STAGE,Czech Republic,Italy,53.587158,9.898617
558,41000,22,6,2006,Markus Merk ,GER,Frankenstadion ,Nürnberg,GROUP STAGE,Ghana,USA,49.426111,11.125833
559,65000,22,6,2006,Ãric Poulat ,FRA,Signal Iduna Park ,Dortmund,GROUP STAGE,Japan,Brazil,51.516667,7.466667
560,52000,22,6,2006,Graham Poll ,ENG,Gottlieb-Daimler-Stadion ,Stuttgart,GROUP STAGE,Croatia,Australia,48.792269,9.232031
561,46000,23,6,2006,Coffi Codjia ,BEN,Fritz-Walter-Stadion ,Kaiserslautern,GROUP STAGE,Saudi Arabia,Spain,49.434722,7.776667
562,72000,23,6,2006,Carlos Arecio Amarilla ,PAR,Olympiastadion ,Berlin,GROUP STAGE,Ukraine,Tunisia,59.34535,18.079044
563,45000,23,6,2006,Jorge Luis Larrionda ,URU,RheinEnergieStadion ,Köln,GROUP STAGE,Togo,France,50.933497,6.874997
564,43000,23,6,2006,Horacio Marcelo Elizondo ,ARG,AWD-Arena ,Hannover,GROUP STAGE,Switzerland,South Korea,52.360067,9.731197
565,66000,24,6,2006,Carlos EugÃªnio Simon ,BRA,Allianz Arena ,München,1/8 FINAL,Germany,Sweden,48.218775,11.624753
566,43000,24,6,2006,Massimo Busacca ,SWI,Zentralstadion ,Leipzig,1/8 FINAL,Argentina,Mexico,51.345794,12.348219
567,52000,25,6,2006,Frank de Bleeckere ,BEL,Gottlieb-Daimler-Stadion ,Stuttgart,1/8 FINAL,England,Ecuador,48.792269,9.232031
568,41000,25,6,2006,Valentin Ivanov ,RUS,Frankenstadion ,Nürnberg,1/8 FINAL,Portugal,Netherlands,49.426111,11.125833
569,46000,26,6,2006,Luis Medina Cantalejo ,SPA,Fritz-Walter-Stadion ,Kaiserslautern,1/8 FINAL,Italy,Australia,49.434722,7.776667
570,45000,26,6,2006,Benito Armando Archundia ,MEX,RheinEnergieStadion ,Köln,1/8 FINAL,Switzerland,Ukraine,50.933497,6.874997
571,65000,27,6,2006,Ä½uboÅ¡ MicheÄ¾ ,SVK,Signal Iduna Park ,Dortmund,1/8 FINAL,Brazil,Ghana,51.516667,7.466667
572,43000,27,6,2006,Roberto Rosetti ,ITA,AWD-Arena ,Hannover,1/8 FINAL,Spain,France,52.360067,9.731197
573,72000,30,6,2006,Ä½uboÅ¡ MicheÄ¾ ,SVK,Olympiastadion ,Berlin,1/4 FINAL,Germany,Argentina,59.34535,18.079044
574,50000,30,6,2006,Frank de Bleeckere ,BEL,AOL Arena ,Hamburg,1/4 FINAL,Italy,Ukraine,53.587158,9.898617
575,52000,1,7,2006,Horacio Marcelo Elizondo ,ARG,Arena AufSchalke ,Gelsenkirchen,1/4 FINAL,England,Portugal,51.554503,7.067589
576,48000,1,7,2006,Luis Medina Cantalejo ,SPA,Waldstadion ,Frankfurt am Main,1/4 FINAL,Brazil,France,50.116667,8.683333
577,65000,4,7,2006,Benito Armando Archundia ,MEX,Signal Iduna Park ,Dortmund,1/2 FINAL,Germany,Italy,51.516667,7.466667
578,66000,5,7,2006,Jorge Luis Larrionda ,URU,Allianz Arena ,München,1/2 FINAL,Portugal,France,48.218775,11.624753
579,52000,8,7,2006,Toru Kamikawa ,JAP,Gottlieb-Daimler-Stadion ,Stuttgart,PLACES 3-4,Germany,Portugal,48.792269,9.232031
580,69000,9,7,2006,Horacio Marcelo Elizondo ,ARG,Olympiastadion ,Berlin,FINAL,Italy,France,59.34535,18.079044
581,107160,31,5,1970,Kurt Tschenscher ,FRG,Estadio Azteca ,México D.F.,GROUP STAGE,Soviet Union,Mexico,19.302911,-99.150442
582,20654,2,6,1970,Robert Davidson ,SCO,Cuauhtémoc ,Puebla,GROUP STAGE,Uruguay,Israel,19.078056,-98.164444
583,50560,2,6,1970,Vital Loraux ,BEL,Estadio Jalisco ,Guadalajara,GROUP STAGE,England,Romania,20.705008,-103.328147
584,13765,2,6,1970,Antonio Sbardella ,ITA,Estadio Guanajuato ,León,GROUP STAGE,Peru,Bulgaria,21.115544,-101.657744
585,92205,3,6,1970,Andrei RÄdulescu ,ROM,Estadio Azteca ,México D.F.,GROUP STAGE,Belgium,El Salvador,19.302911,-99.150442
586,13433,3,6,1970,John Taylor ,ENG,Luis Gutiérrez Dosal ,Toluca,GROUP STAGE,Italy,Sweden,19.287286,-99.666794
587,52897,3,6,1970,Ramón Barreto ,URU,Estadio Jalisco ,Guadalajara,GROUP STAGE,Brazil,Czechoslovakia,20.705008,-103.328147
588,12942,3,6,1970,Laurens van Ravens ,NED,Estadio Guanajuato ,León,GROUP STAGE,FRG,Morocco,21.115544,-101.657744
589,95261,6,6,1970,Rudolf Scheurer ,SWI,Estadio Azteca ,México D.F.,GROUP STAGE,Soviet Union,Belgium,19.302911,-99.150442
590,29968,6,6,1970,Rudolf Glöckner ,GDR,Cuauhtémoc ,Puebla,GROUP STAGE,Italy,Uruguay,19.078056,-98.164444
591,56818,6,6,1970,Diego de Leo ,MEX,Estadio Jalisco ,Guadalajara,GROUP STAGE,Romania,Czechoslovakia,20.705008,-103.328147
592,13537,6,6,1970,Tofik Bakhramov,USSR,Estadio Guanajuato ,León,GROUP STAGE,Peru,Morocco,21.115544,-101.657744
593,103058,7,6,1970,Ali Hussein Kandil ,UAR,Estadio Azteca ,México D.F.,GROUP STAGE,Mexico,El Salvador,19.302911,-99.150442
594,9624,7,6,1970,Seyoum Tarekegn ,ETH,Luis Gutiérrez Dosal ,Toluca,GROUP STAGE,Sweden,Israel,19.287286,-99.666794
595,70950,7,6,1970,Abraham Klein ,ISR,Estadio Jalisco ,Guadalajara,GROUP STAGE,Brazil,England,20.705008,-103.328147
596,12710,7,6,1970,José MarÃ­a Ortiz de MendÃ­bil ,SPA,Estadio Guanajuato ,León,GROUP STAGE,FRG,Bulgaria,21.115544,-101.657744
597,89979,10,6,1970,Rafael Hormazábal ,CHI,Estadio Azteca ,México D.F.,GROUP STAGE,Soviet Union,El Salvador,19.302911,-99.150442
598,18163,10,6,1970,Henry Landauer ,USA,Cuauhtémoc ,Puebla,GROUP STAGE,Sweden,Uruguay,19.078056,-98.164444
599,50804,10,6,1970,Ferdinand Marschall ,AUT,Estadio Jalisco ,Guadalajara,GROUP STAGE,Brazil,Romania,20.705008,-103.328147
600,17875,10,6,1970,Abel Aguilar ,MEX,Estadio Guanajuato ,León,GROUP STAGE,FRG,Peru,21.115544,-101.657744
601,108192,11,6,1970,Ãngel Norberto Coerezza ,ARG,Estadio Azteca ,México D.F.,GROUP STAGE,Mexico,Belgium,19.302911,-99.150442
602,9890,11,6,1970,AÃ­rton Vieira de Moraes ,BRA,Luis Gutiérrez Dosal ,Toluca,GROUP STAGE,Italy,Israel,19.287286,-99.666794
603,49292,11,6,1970,Roger Machin ,FRA,Estadio Jalisco ,Guadalajara,GROUP STAGE,England,Czechoslovakia,20.705008,-103.328147
604,12299,11,6,1970,António Ribeiro Saldanha ,POR,Estadio Guanajuato ,León,GROUP STAGE,Bulgaria,Morocco,21.115544,-101.657744
605,96085,14,6,1970,Laurens van Ravens ,NED,Estadio Azteca ,México D.F.,1/4 FINAL,Uruguay,Soviet Union,19.302911,-99.150442
606,26851,14,6,1970,Rudolf Scheurer ,SWI,Luis Gutiérrez Dosal ,Toluca,1/4 FINAL,Italy,Mexico,19.287286,-99.666794
607,54233,14,6,1970,Vital Loraux ,BEL,Estadio Jalisco ,Guadalajara,1/4 FINAL,Brazil,Peru,20.705008,-103.328147
608,23357,14,6,1970,Ãngel Norberto Coerezza ,ARG,Estadio Guanajuato ,León,1/4 FINAL,FRG,England,21.115544,-101.657744
609,51261,17,6,1970,José MarÃ­a Ortiz de MendÃ­bil ,SPA,Estadio Jalisco ,Guadalajara,1/2 FINAL,Brazil,Uruguay,20.705008,-103.328147
610,102444,17,6,1970,Arturo Yamasaki ,MEX,Estadio Azteca ,México D.F.,1/2 FINAL,Italy,FRG,19.302911,-99.150442
611,104403,20,6,1970,Antonio Sbardella ,ITA,Estadio Azteca ,México D.F.,PLACES 3-4,FRG,Uruguay,19.302911,-99.150442
612,107412,21,6,1970,Rudolf Glöckner ,GDR,Estadio Azteca ,México D.F.,FINAL,Brazil,Italy,19.302911,-99.150442
613,84490,11,6,2010,Ravshan Irmatov ,UZB,Soccer City ,Johannesburg,GROUP STAGE,South Africa,Mexico,-26.234722,27.982222
614,64100,11,6,2010,Yuichi Nishimura ,JAP,Cape Town Stadium ,Cape Town,GROUP STAGE,Uruguay,France,-33.903461,18.411153
615,31513,12,6,2010,Michael Hester ,NZL,Nelson Mandela Bay Stadium ,Port Elizabeth,GROUP STAGE,South Korea,Greece,-33.937778,25.598889
616,55686,12,6,2010,Wolfgang Stark ,GER,Ellis Park Stadium ,Johannesburg,GROUP STAGE,Argentina,Nigeria,-26.1975,28.060833
617,38646,12,6,2010,Carlos EugÃªnio Simon ,BRA,Royal Bafokeng Stadium ,Rustenburg,GROUP STAGE,England,USA,-25.5786,27.1607
618,30325,13,6,2010,Carlos Alberto Batres ,GUA,Peter Mokaba Stadium ,Polokwane,GROUP STAGE,Algeria,Slovenia,-23.924689,29.468765
619,38833,13,6,2010,Héctor Walter Baldassi ,ARG,Loftus Versfeld Stadium ,Pretoria,GROUP STAGE,Serbia,Ghana,-25.753333,28.222778
620,62660,13,6,2010,Marco Antonio RodrÃ­guez ,MEX,Moses Mabhida Stadium ,Durban,GROUP STAGE,Germany,Australia,-29.829,31.0303
621,83465,14,6,2010,Stéphane Lannoy ,FRA,Soccer City ,Johannesburg,GROUP STAGE,Netherlands,Denmark,-26.234722,27.982222
622,30620,14,6,2010,Olegário BenquerenÃ§a ,POR,Free State Stadium ,Bloemfontein,GROUP STAGE,Japan,Cameroon,-29.117222,26.208889
623,62869,14,6,2010,Benito Armando Archundia ,MEX,Cape Town Stadium ,Cape Town,GROUP STAGE,Italy,Paraguay,-33.903461,18.411153
624,23871,15,6,2010,Jerome Damon ,SAF,Royal Bafokeng Stadium ,Rustenburg,GROUP STAGE,New Zealand,Slovakia,-25.5786,27.1607
625,37034,15,6,2010,Jorge Luis Larrionda ,URU,Nelson Mandela Bay Stadium ,Port Elizabeth,GROUP STAGE,Ivory Coast,Portugal,-33.937778,25.598889
626,54331,15,6,2010,Viktor Kassai ,HUN,Ellis Park Stadium ,Johannesburg,GROUP STAGE,Brazil,North Korea,-26.1975,28.060833
627,32664,16,6,2010,Eddy Maillet ,SEY,Mbombela Stadium ,Nelspruit,GROUP STAGE,Honduras,Chile,-25.461,30.929
628,62453,16,6,2010,Howard Webb ,ENG,Moses Mabhida Stadium ,Durban,GROUP STAGE,Spain,Switzerland,-29.829,31.0303
629,42658,16,6,2010,Massimo Busacca ,SWI,Loftus Versfeld Stadium ,Pretoria,GROUP STAGE,South Africa,Uruguay,-25.753333,28.222778
630,82174,17,6,2010,Frank de Bleeckere ,BEL,Soccer City ,Johannesburg,GROUP STAGE,Argentina,South Korea,-26.234722,27.982222
631,31593,17,6,2010,Ãscar Julián Ruiz ,COL,Free State Stadium ,Bloemfontein,GROUP STAGE,Greece,Nigeria,-29.117222,26.208889
632,35370,17,6,2010,Khalil al-Ghamdi ,KSA,Peter Mokaba Stadium ,Polokwane,GROUP STAGE,France,Mexico,-23.924689,29.468765
633,38294,18,6,2010,Alberto Undiano Mallenco ,SPA,Nelson Mandela Bay Stadium ,Port Elizabeth,GROUP STAGE,Germany,Serbia,-33.937778,25.598889
634,45573,18,6,2010,Koman Coulibaly ,MLI,Ellis Park Stadium ,Johannesburg,GROUP STAGE,Slovenia,USA,-26.1975,28.060833
635,64100,18,6,2010,Ravshan Irmatov ,UZB,Cape Town Stadium ,Cape Town,GROUP STAGE,England,Algeria,-33.903461,18.411153
636,62010,19,6,2010,Héctor Walter Baldassi ,ARG,Moses Mabhida Stadium ,Durban,GROUP STAGE,Netherlands,Japan,-29.829,31.0303
637,34812,19,6,2010,Roberto Rosetti ,ITA,Royal Bafokeng Stadium ,Rustenburg,GROUP STAGE,Ghana,Australia,-25.5786,27.1607
638,38074,19,6,2010,Jorge Luis Larrionda ,URU,Loftus Versfeld Stadium ,Pretoria,GROUP STAGE,Cameroon,Denmark,-25.753333,28.222778
639,26643,20,6,2010,Eddy Maillet ,SEY,Free State Stadium ,Bloemfontein,GROUP STAGE,Slovakia,Paraguay,-29.117222,26.208889
640,38229,20,6,2010,Carlos Alberto Batres ,GUA,Mbombela Stadium ,Nelspruit,GROUP STAGE,Italy,New Zealand,-25.461,30.929
641,84455,20,6,2010,Stéphane Lannoy ,FRA,Soccer City ,Johannesburg,GROUP STAGE,Brazil,Ivory Coast,-26.234722,27.982222
642,63644,21,6,2010,Pablo Pozo ,CHI,Cape Town Stadium ,Cape Town,GROUP STAGE,Portugal,North Korea,-33.903461,18.411153
643,34872,21,6,2010,Khalil al-Ghamdi ,KSA,Nelson Mandela Bay Stadium ,Port Elizabeth,GROUP STAGE,Chile,Switzerland,-33.937778,25.598889
644,54386,21,6,2010,Yuichi Nishimura ,JAP,Ellis Park Stadium ,Johannesburg,GROUP STAGE,Spain,Honduras,-26.1975,28.060833
645,33425,22,6,2010,Viktor Kassai ,HUN,Royal Bafokeng Stadium ,Rustenburg,GROUP STAGE,Mexico,Uruguay,-25.5786,27.1607
646,39415,22,6,2010,Ãscar Julián Ruiz ,COL,Free State Stadium ,Bloemfontein,GROUP STAGE,France,South Africa,-29.117222,26.208889
647,61874,22,6,2010,Olegário BenquerenÃ§a ,POR,Moses Mabhida Stadium ,Durban,GROUP STAGE,Nigeria,South Korea,-29.829,31.0303
648,38891,22,6,2010,Ravshan Irmatov ,UZB,Peter Mokaba Stadium ,Polokwane,GROUP STAGE,Greece,Argentina,-23.924689,29.468765
649,36893,23,6,2010,Wolfgang Stark ,GER,Nelson Mandela Bay Stadium ,Port Elizabeth,GROUP STAGE,Slovenia,England,-33.937778,25.598889
650,35827,23,6,2010,Frank de Bleeckere ,BEL,Loftus Versfeld Stadium ,Pretoria,GROUP STAGE,USA,Algeria,-25.753333,28.222778
651,83391,23,6,2010,Carlos EugÃªnio Simon ,BRA,Soccer City ,Johannesburg,GROUP STAGE,Ghana,Germany,-26.234722,27.982222
652,37836,23,6,2010,Jorge Luis Larrionda ,URU,Mbombela Stadium ,Nelspruit,GROUP STAGE,Australia,Serbia,-25.461,30.929
653,53412,24,6,2010,Howard Webb ,ENG,Ellis Park Stadium ,Johannesburg,GROUP STAGE,Slovakia,Italy,-26.1975,28.060833
654,34850,24,6,2010,Yuichi Nishimura ,JAP,Peter Mokaba Stadium ,Polokwane,GROUP STAGE,Paraguay,New Zealand,-23.924689,29.468765
655,27967,24,6,2010,Jerome Damon ,SAF,Royal Bafokeng Stadium ,Rustenburg,GROUP STAGE,Denmark,Japan,-25.5786,27.1607
656,63093,24,6,2010,Pablo Pozo ,CHI,Cape Town Stadium ,Cape Town,GROUP STAGE,Cameroon,Netherlands,-33.903461,18.411153
657,62712,25,6,2010,Benito Armando Archundia ,MEX,Moses Mabhida Stadium ,Durban,GROUP STAGE,Portugal,Brazil,-29.829,31.0303
658,34763,25,6,2010,Alberto Undiano Mallenco ,SPA,Mbombela Stadium ,Nelspruit,          GROUP STAGE  ,North Korea,Ivory Coast,-25.461,30.929
659,41958,25,6,2010,Marco Antonio RodrÃ­guez ,MEX,Loftus Versfeld Stadium ,Pretoria,GROUP STAGE,Chile,Spain,-25.753333,28.222778
